ID;brand_id;genre_id;S_M_id;name;preis;rabatt;endpreis;background;discription;picture;fsk_id;platform_id
57;3;4;1;Euro Truck Simulator 2 - Iberia;18;17;14.99;NULL;About this product The Iberian Peninsula is full of rich and diverse landscapes, from semi-arid southeastern deserts to the green coniferous forests. Iberia is home to numerous historic villages and towns, narrow streets, old churches and impressive castles. Visit the capital of Spain, Madrid, the coastal capital of Portugal, Lisboa, a wide amount of coastal cities like Málaga and Olhão, and many of the inland cities. Be an important part of the strong export economy and deliver cargo from Iberia through Europe.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-euro-truck-simulator-2-iberia-cover.jpg;1;1
58;3;4;2;TheHunter: Call of the Wild;20;75;4.97;NULL;About this game You have never experienced a hunting game like theHunter: Call of the Wild before. Plunge into an atmospheric open world, full of exuberant life: from the majestic, lifelike animals to the rustling forest of leaves in which you pursue your prey. You can hunt alone or set up a hunting party with friends. But remember, you are not simply visitors to this world, you are a living, breathing part of it. And when you finally see the antlers of your first red deer through the branches - the feeling is indescribable.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-thehunter-call-of-the-wild-cover.jpg;2;1
59;3;4;2;Civilization VI;60;93;4.82;NULL;About the game Build civilization from a small village or settlement to a political juggernaut - basically its a digital board game in which you have to build your empire from the ground up into a leader of the world through trade, business, battles and much more. The terrain affects your successes. Forest, desert, and tundra all have their own advantages and disadvantages for the player. So you have to customize your game to get the most out of the area in which you play.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-civilization-vi-cover.jpg;2;1
60;3;4;2;Elite Gangerous;25;80;4.98;NULL;About this game Elite Dangerous is the definitive massively multiplayer space epic and heaves the original open world adventure with a coherent galaxy, a steadily evolving story and the realization of the entire Milky Way in its real galactic proportions into the video game present. At the beginning the player only has a small spaceship and a handful of credits. So you do whatever it takes to acquire the skills, knowledge and wealth with which you can survive in this merciless galaxy and rise to the revered elite rank. In an age of galactic superpowers and interstellar wars, each players story affects the cohesive gaming experience and the evolving story. Governments overthrow, battles are lost and won and the limits of humanity are redefined by the players.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-elite-dangerous-cover.jpg;4;1
61;3;4;1;Visage;21;67;6.93;NULL;WARNING: This video game can trigger seizures in people with photosensitive epilepsy. Play at your own risk. IMPORTANT NOTE: The game focuses on exploring the environment and slowly building tension for an extra immersive experience. Its story is revealed through surreal imaging and subtle details in the environment. Please keep in mind that this is a difficult game with unconventional details. Visage is a first-person psychological horror game.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-visage-cover.jpg;4;1
62;3;4;2;Assetto Corsa: Dream Pack 2;7;72;1.99;NULL;About this product Welcome to DREAM PACK 2, the newest add-on content pack ASSETTO CORSA. This package adds to Assetto Corsa the circuit of Catalunya (Barcelona) and seven new awesome cars in nine total versions. The circuit has been reproduced for the first time in a PC racing simulation using the Laserscan Technology, that guarantees the maximum level of precision in reproducing each detail of the track. The selection of cars consists in a perfect mix of vehicles of different classes, types and ages, ready to satisfy any taste of Assetto Corsa users!;http://localhost/dhbw/ludomo/assets/images/spiel-steam-assetto-corsa-dream-pack-2-cover.jpg;2;1
63;3;4;1;House Flipper - HGTV;8;41;4.82;NULL;About this product Ever wanted to get in on TV and design and renovate homes on HGTV? Now is your chance! Live your wildest HGTV fantasy just like on your favorite shows with the new downloadable content for House Flipper. Ten brand new projects in a new location let you experience the magic of HGTV (without spending a fortune destroying your own home).;http://localhost/dhbw/ludomo/assets/images/spiel-steam-house-flipper-hgtv-cover.jpg;1;1
64;3;4;2;Conan Exiles: Isle of Siptah;20;50;9.94;NULL;About this product Isle of Siptah is a major expansion of the open world survival game Conan Exiles that includes a huge new island, massive and bloodthirsty creatures, new building sets and numerous new features. Fight against the Elder Races in new underground dungeons. Defeat demonic monstrosities emerging from a storm of sheer chaos. Rule the tide to capture powerful serfs called from the mainland.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-conan-exiles-isle-of-siptah-early-access-cover.jpg;3;1
65;4;4;1;Simcity;64;93;4.49;NULL;GAME WORLD You can tinker, test, play around and destroy everything to your hearts content in this unique, visually amazing world! Let your creativity run free and create your city with the new area and planning tools. Customize buildings to unlock more features and game advantages.;http://localhost/dhbw/ludomo/assets/images/spiel-origin-simcity-cover.jpg;1;1
66;4;4;2;Spore - Complete Pack;11.9;0;11.9;NULL;Items included in this package: SPORE SPORE Creepy & Cute Parts Pack SPORE Galactic Adventures. Appears: 23 January 2013;http://localhost/dhbw/ludomo/assets/images/spiel-origin-spore-complete-pack-cover.jpg;1;1
67;4;3;2;Plants vs Zombies Battle for Neighborville;41;73;10.99;NULL;About the game The relaxed gameplay allows you to immerse yourself in the surroundings and explore every nook and cranny of the scene without having to worry about other eager gamers walking in and shooting you and taking all of the loot with you before you hit it off on their arrival can react - and there is a lot to discover and do.;http://localhost/dhbw/ludomo/assets/images/spiel-origin-plants-vs-zombies-battle-for-neighborville-cover.jpg;2;1
68;4;4;1;MySims;5;50;2.49;NULL;With MySims ™ a completely new world is open to you - and you can change it according to your wishes! Youre moving to a city that hasnt been particularly rosy lately. But its not all evening yet! With a little creativity and the support of the locals, you can restore it to its former glory. The more beautiful you design the city, the more new residents you will attract, such as the Italian chef, the florist, the kickboxing trainer and the DJ.;http://localhost/dhbw/ludomo/assets/images/spiel-origin-mysims-cover.jpg;1;1
69;4;4;2;Star Wars Battlefront + Season Pass;30;67;9.99;NULL;Ultimate Edition includes: Star Wars Battlefront Star Wars Battlefront Season Pass Appears: 18 November 2016 Minimum requirements * OS Win 7 64 CPU Core i3-6300T 3.3GHz / FX-4350 RAM 8 GB GPU GeForce GTX 660 / Radeon HD 7850 HDD 40 GB Recommended system requirements * OS Win 10 64 CPU Core i5-6600 3.3GHz / FX-8370 RAM 16 GB GPU GeForce GTX 970 4GB / Radeon R9 290 HDD 40 GB;http://localhost/dhbw/ludomo/assets/images/spiel-origin-star-wars-battlefront-season-pass-cover.jpg;3;1
70;4;4;1;Dragon Age: Origins Awakening;10;62;3.82;NULL;About this game From the makers of last years best RPG, Dragon Age ™: Origins, the first official expansion is coming. For centuries the Gray Watchers, who are committed to the unification and defense of the lands, have fought the dark forces. Legend has it that killing the Archdemon should have put an end to the dark, but these forces managed to survive anyway. As a commander, you will be given the task of bringing the Order of the Gray Guardians back to life and unraveling the secrets of the steadfastness of the dark forces. Many complicated decisions await you on your journey to the new land of Amaranthine: how will you put the order together, how will you resolve the dispute over "The Architect" and how will you determine the fate of the dark forces.;http://localhost/dhbw/ludomo/assets/images/spiel-origin-dragon-age-origins-awakening-cover.jpg;3;1
71;4;1;2;Apex Legends - Gibraltar Edition;20;30;13.99;NULL;Make waves when you dominate the competition with the Apex Legends ™ - Gibraltar Edition. The Gibraltar Edition includes: Exclusive legendary Gibraltar skin "King of the Seas" Exclusive legendary devotion skin "Terror from the Deep" Exclusive weapon talisman "Lone Shark" Exclusive badge "Wave bat" 1,000 Apex Coins This game includes optional in-game virtual currency purchases that can be used to purchase in-game virtual items, including a random selection of in-game virtual items.;http://localhost/dhbw/ludomo/assets/images/apex-legends-gibraltar-edition-pc-spiel-origin-cover.jpg;4;1
72;4;1;1;Dragon Age IV;20;50;10;NULL;there is no information so far;http://localhost/dhbw/ludomo/assets/images/spiel-origin-dragon-age-iv-cover.jpg;4;1
73;1;6;1;Far Cry 6 (Europe);60;42;35.72;http://localhost/dhbw/ludomo/assets/images;About the game In this breathtakingly beautiful place, with great, if a little antiquated architecture, the evil dictator Anton Castillo (wonderfully spoken by Giancarlo Esposito) has a lesson for his son. He gives the boy, Diego, a grenade, holds the ignition mechanism down and pulls out the pen. This is how, he explains, people are: obedient as long as you have a firm grip on them. But if you are too careless with them, then ... Boom. With this lesson, El Presidente aims to harden his son and prepare him for the succession of his brutal regime. It is refreshing that he is not shown as a black and white villain: He has reasons for his behavior, which at least for him are reasonable: that the people need a firm hold if they are not to get loud, bloody and a little short of breath underpinned by the existence of resistance. And thats where you come in.;http://localhost/dhbw/ludomo/assets/images/far-cry-6-pc-spiel-ubisoft-connect-europe-cover.jpg;5;1
